,con,hot,id,name,room
7002,妖精的尾巴：魔导少年,1.7万,/1728463,安仯丶,元气猛男！爆锤一切！今日安排
7003,QQ飞车端游,1.7万,/5870865,BN丶醉无情,新主播多担待多关照6819291
7004,王者荣耀,1.7万,/3007759,饭煲里的童话镇,国服露露：微信区一张办卡永久上车
7005,RPG手游,1.7万,/7270512,山水流D9u9687113,此女子窈窕神女颜，惜是男儿身
7006,守望先锋,1.7万,/2260984,怪兽是个吃货吖,新号养成计划一个月 已百万稳定 在线解答
7007,灵魂之火,1.7万,/6703587,彪飕飕的菠萝,♌雅辰：开始冲榜
7008,逆战,1.7万,/4305659,E十丶齐齐,百星收徒帮打荣耀85星
7009,皇室战争,1.7万,/4926794,C魔法师,石器时代M手游肝起来
7010,二次元,1.7万,/4253965,小枝哟OvO,专业看号，打桩，性感主播在线教学！！！
7011,独立小众,1.7万,/324710,丨菠萝包,咖喱P最强男人！送紫活动，星际战甲
7012,颜值,1.7万,/7183871,milu酱i,霸榜双爆，已出全服第一评分！
7013,军事游戏,1.7万,/325497,TT温热水,办卡上号  飞机星耀安排
7014,一起看,1.7万,/7136569,保尔l可差劲,童话: 张良上分之计 兵贵神速.
7015,英雄联盟,1.7万,/4672460,小健的复仇之旅,魔兽世界来了，你怕吗
7016,CS:GO,1.7万,/2300239,小包子Oops,二次元：❤一只杀兽❤
7017,二次元,1.7万,/6146690,小小大瓦斯,灵魂之火新版免费玩
7018,lol云顶之弈,1.7万,/6535595,蝎子菜菜WoW,变异60鱼翅! !一亿经验!4天完成!
7019,颜值,1.7万,/7059491,白浅小白,WE魔法师  儒雅随和天梯选手
7020,绝地求生,1.7万,/2492729,瞳宝贝呀,男孩子吧，说，是不是！
7021,颜值,1.7万,/7143021,啾啾糖糖,菠萝包的直播间
7022,三国杀,1.7万,/6764899,你们好我是贼歪,距离0.1km的milu酱i
7023,颜值,1.7万,/6843072,向伊一,水友包年~要练车。好辛苦的
7024,英雄联盟,1.7万,/329961,神龍哥Wisard盲僧,香港经典影视剧/热播连续剧
7025,魔兽争霸,1.7万,/6704470,Nala娜宝,小健：御用辅助“弟弟”
7026,格斗游戏,1.7万,/1275389,98C大表哥,爱你们哦吼
7027,荒野行动,1.7万,/3747872,渝万丶木秀,其实歌舞也挺好。。。
7028,多多自走棋,1.7万,/7200117,天国小羽毛,法师恶魔稳得鸭皮
7029,王牌战士,1.7万,/7307751,若曦不是魔王,期待着第一次抽奖
7030,炉石传说,1.7万,/317935,会玩球的麻瓜,我就菜了怎么着？来咬我呀！
7031,美食,1.7万,/230977,Sofronio,想要住进你心里 7143021
7032,炉石传说,1.7万,/6116768,埂村,先学习 后游戏
7033,ATLAS,1.7万,/1791724,王壹臣,小白菜求渡劫
7034,王者荣耀,1.7万,/6447296,那只猴子请让我来套,金身秒表复活甲龙的传人永不倒
7035,DOTA2,1.7万,/483846,阿卡莎丶卡卡,一个只会躺赢的女主播emmm
7036,美食,1.7万,/7263285,钱蒙蒙MM,98C传奇家族等你来战！
7037,魔兽争霸,1.7万,/6658346,刷子凡,冲冲冲莽莽莽~干就完了！
7038,舞蹈,1.7万,/3382744,小艺不喝酒,多多自走棋新主播求关注呀~
7039,颜值,1.7万,/6688139,恬江子,来了，来了，他来了，王牌魔王他来了！
7040,僵尸世界大战,1.7万,/5276452,池青qwq,性感猛男，在线上分 317935
7041,怀旧游戏,1.7万,/4581138,上天入地大钢筋,美国土豪BBQ烧烤
7042,电台,1.7万,/6730689,小枝zhi,冒险模式主播在线了
7043,王者荣耀,1.7万,/1755673,邓钢蛋,柯南日服开荒
7044,CS:GO,1.7万,/7060404,守护全世界最好的莹莹,从30开始随缘上星
7045,跑跑手游,1.7万,/6996594,初心Nice1st,人人都爱阿卡莎
7046,魔兽世界,1.7万,/6335020,蘭馨大美妞,今天户外蹭饭哟！
7047,和平精英,1.7万,/4319879,花香家的番茄,你主动找我不好吗非要我发公告引起你的注意
7048,DNF,1.7万,/6429982,莣蕜傷,8月你好啊 3382744
7049,穿越火线,1.7万,/587518,小六是仙女吖,鸽子王回来了..........
7050,魔兽世界,1.7万,/6864089,原子邦尼,一点都不苦
7051,王牌战士,1.7万,/5524830,远sir呀,来啊！快活啊！反正有，大把时光！
7052,激战2,1.7万,/3462772,Z丶y丶丶,最甜美的少女音
7053,王者荣耀,1.7万,/5456356,百星王者浅白,飞机帮打王者 拜师送国服
7054,街篮,1.7万,/6349497,Lv丶李白,莹：生活不易 猪猪叹气
7055,王者荣耀,1.6万,/6879797,清河yee,DL丶道具明星上分包丶
7056,英雄联盟,1.6万,/1653017,GS丶东哥剑圣,御姐RL带你飞
7057,王者荣耀,1.6万,/6706886,凌亦001,周六大事件之番茄birthday
7058,探灵笔记,1.6万,/6249758,葫芦娃丨小金刚,西北一区〖莣悲傷〗
7059,绝地求生,1.6万,/7019630,一只小云几,ღ知足且上进 温柔而坚定ღ
7060,舞蹈,1.6万,/6554147,陈丶元元,H王宫速推 上车出455！
7061,二次元,1.6万,/5239672,烈火猪猪,官宣：王牌战士8.13公测！
7062,绝地求生,1.6万,/5744884,七桥oba,【探险家】有问必答
7063,颜值,1.6万,/6528156,小胡子星星,天之骄子百星之癫
7064,王者荣耀,1.6万,/5680176,扇北,不要小看每一位对手
7065,lol云顶之弈,1.6万,/6719893,过期拥抱540,微信区带带水友～～6879797
7066,纪录片,1.6万,/5692901,壹丨哥,世界第一剑圣越塔狂魔
7067,射击游戏,1.6万,/4879590,吞鲲鸽子王,国服守约  50星单排！！！！
7068,二次元,1.6万,/2903069,陛下啊丶,医生那边怎么说
7069,暗黑地牢,1.6万,/5373024,SN丶温暖,快乐就完事了~ 7019630
7070,王者荣耀,1.6万,/5544376,绅士up,又是元气满满的一天呀
7071,暗黑破坏神3,1.6万,/1151345,FeiYu丶暗黑,~ ❤ 开心小屋 ❤ ~
7072,火影忍者,1.6万,/715659,GMC风起,今天又是元气满满的半天
7073,综合手游,1.6万,/3999653,果语星玥,别走 我是耐看型 6528156
7074,龙族幻想,1.6万,/3942045,MI小西,一个全是上分福利的直播间
7075,王者荣耀,1.6万,/5358238,空巢老人传闻,征服之海已经登顶，冲一区！
7076,户外,1.6万,/7229318,WR尘埃户外,毫无营养 开心就好
7077,街头篮球,1.6万,/60134,老军医小高,鸽子大课堂-逃离塔科夫
7078,隐形守护者,1.6万,/533310,灰度会说话,宅舞新人主播求关照吖~嗷呜
7079,跑跑手游,1.6万,/6534505,默飞不会飞,【温暖】转眼就八月了，依然还在老路。
7080,英雄联盟,1.6万,/3648229,小甜萝灬YoYo呐,S4五星开包之王—死鱼ysy
7081,实况足球,1.6万,/5163751,周周weeks,云顶小天才! 今天不搞笑!认真上分教学!
7082,综合手游,1.6万,/201613,AirMenkro,高颜声酥钢枪王
7083,剑网3,1.6万,/810212,君山秋宝,官人里面请 6862507
7084,王者荣耀,1.6万,/2796685,好大只喵喵,您的暑假已过半 晚上玩游戏
7085,战地风云,1.6万,/596359,Kim教授,芹泽：我你妹的，终于也是有樱木的人了~
7086,英雄联盟,1.6万,/1721105,慕夏丶YZW,【交友】由浣熊哥独家冠名
7087,穿越火线,1.6万,/5956523,白鲨安研,【喵十七】听说这是个后宫游戏
7088,逆战,1.6万,/5286910,逆战一岁,牛家村:八月 加油!
7089,全境封锁,1.6万,/2704028,苍鹰丶SevenKill,来自广东的新人蛋
7090,绝地求生,1.6万,/4371182,郝粉嫩,【YoYo】 ❤欢迎来守护白给小姐姐❤
7091,绝地求生,1.6万,/5982288,小耳朵Yoo,明天雷科巴箱式，省钱啦
7092,颜值,1.6万,/6975414,A果果sunny,【苍穹传】唯美仙侠RPG
7093,连麦互动,1.6万,/6221923,糖儿郎,【君山秋宝】猛男丐帮竞技场教学
7094,怪物猎人,1.6万,/227385,巫妖王丶鬼子,愿我们都能被温柔对待
7095,王者荣耀,1.6万,/6908254,叶玖v第一李白,开飞机滴教授！！！
7096,颜值,1.6万,/2644726,想做你的眼睛,我要把队友秀晕了
7097,辐射,1.6万,/1697366,大不列颠小咸鱼,梦想一天一个飞机~
7098,梦幻模拟战,1.6万,/5622409,Meepur米波,首胜，三飞机五天鲲核心，猎场各种
7099,王者荣耀,1.6万,/4911114,雅典娜妮,全境封锁2~一枪一个小朋友
7100,恐怖游戏,1.6万,/5229256,Biu菊花哥,有位置 办卡体验下
7101,和平精英,1.6万,/1774546,落花的落落吖,我的愿望是8月更强！！
7102,音乐游戏,1.6万,/6270114,小雪人138,好看的皮囊不如有趣的灵魂 6975414
7103,roguelike,1.6万,/6342339,水十一郎,你的宝藏男孩233
7104,王者荣耀,1.6万,/5449227,最四岁,Ps4带历战王不打渣渣辉
7105,绝地求生,1.6万,/98717,FORGEN1337,世界级打野带粉～想玩的赶紧呀！要没位置咯
7106,热门手游,1.6万,/7270525,口喷血1no69032179,最胖的加油
7107,逆水寒,1.6万,/646669,黑桃imba,破烂王咸鱼所到之处，寸草不生
7108,解谜冒险,1.6万,/546515,顾青君,米波：幽白你们都抽了吗？？？？？？？？
7109,颜值,1.6万,/3539492,美少女大林,微信区 八戒八戒傻的可爱
7110,NBA2KOL2,1.6万,/5110563,万年亚军深夏,Deceit黑暗逃生。和雷哥一起骗
7111,电台,1.6万,/7123249,鬼马少女吖,菜鸟过招，招招致笑～
7112,王者荣耀,1.6万,/5639708,菜菜小骚杰,经典歌曲点播
7113,王者荣耀,1.6万,/6344674,王者荣耀骚十九,DOTA2~OMG！！！
7114,角色扮演,1.6万,/4891116,牛奶与花猫,能不能别说我声音好听
7115,射击游戏,1.6万,/185360,老克,✨Faceit NO.1 :P
7116,自走棋,1.6万,/3109791,xiaosaisai,兽人来寻找你要的大陆
7117,绝地求生,1.6万,/674500,不爆珠,新区-专业装备打造~
7118,逆战,1.6万,/5552253,PE丶变异菜鸟吕布,Journey of a Roach
7119,lol云顶之弈,1.6万,/4811147,呆萌馨提莫,漫漫人生路，为你抚琴
7120,美食,1.6万,/5139605,百变小彤彤,新赛季，飞机上号。
7121,绝地求生,1.6万,/6768855,芳华Lby,等一个有缘人、
7122,王者荣耀,1.6万,/5311651,KX丶若尘,万场猴子  飞机上王者
7123,DOTA2,1.6万,/323301,PowerTripMan,鱼吧抽奖！双区王者关注上车
7124,DOTA2,1.6万,/7159517,流氓烤兔,花花：荒野大镖客2尔虞我诈
7125,龙之谷,1.6万,/5131517,万能地呱呱,老克飞上海了8月1日见
7126,骑马与砍杀,1.6万,/963138,主播渣哥,又到了嗨起来的时候~~
7127,乡野,1.6万,/6532311,青松走贵州,blah blah blah
7128,QQ飞车,1.6万,/5684750,巨星丶张不易,搞笑rap主播保毕业你搞？
7129,颜值,1.6万,/4912683,琳琳酱KIKY,不求轰轰烈烈       但求不离不弃
7130,lol云顶之弈,1.6万,/2023590,海梦艺城,你的长腿大大大姐姐
7131,忍者村大战2,1.6万,/5299948,怡宝宝48779,FPP第一钢枪美少女
7132,绝地求生,1.6万,/6290031,PE丶钟凌,打野带粉，飞机带飞王者
7133,美食,1.6万,/6496180,圆滚滚爱吃肉,Heaven.Sure.Sukie
7134,穿越火线,1.6万,/5925135,菜敏子,兔兔不想输
7135,颜值,1.6万,/7225881,茹茹小老妹er,修仙之途，长路漫漫。
7136,火焰纹章,1.6万,/480569,Reevezh,骑砍，灭袁术、伐刘备！
7137,军事游戏,1.6万,/172725,一杆老烟枪丶醉清风,野钓  牂牁江
7138,进击的巨人,1.6万,/3247151,Alex丶翎,直播抽奖免费上号。
7139,颜值,1.6万,/6220371,一南南南,新人主播求带走，萌萌可爱仙仙酱
7140,和平精英,1.6万,/6287186,如果obb,云顶之弈：拉面熊
7141,魔兽争霸,1.6万,/6746107,金浅,神女生涯原是梦，菇凉居处本无郎
7142,热门网游,1.6万,/7080658,情逝丶,【钟凌】场均1-10杀女杀手
7143,CF手游,1.6万,/6438660,K歌帝義BOSS龍尊,美食区最爱唱歌的混子主播
7144,魔兽争霸,1.6万,/677872,小小子龙丶,陪伴是最长情的告白 5925135
7145,魔兽争霸,1.6万,/6934499,余XiaoYu,妹妹今天感冒了
7146,王者荣耀,1.6万,/4027742,๑米乐๑,【R】风花雪月  额~
7147,探灵笔记,1.6万,/4356443,逍遥X丶,北区10级车专场      进行中
7148,王者荣耀,1.6万,/5918787,橙子涮火锅,斗鱼智商倒数第一
7149,APEX英雄,1.6万,/1388824,最后的王爺,八月第一天
7150,绝地求生,1.6万,/2141010,珈肥猫,[狙神]1v99简简单单吃鸡
7151,魔兽世界,1.6万,/6113500,Lemonwhale,11绿圈欢迎一起来游戏！
7152,穿越火线,1.6万,/5295950,渝万丶小小猪,QQ三国回忆换装小游戏
7153,恐怖游戏,1.6万,/1727403,素年wyl,请叫我猛男龍骑趴射手
7154,王者荣耀,1.6万,/540415,闪客shanke,菜菜菜菜菜菜 677872
7155,王者荣耀,1.6万,/7187627,白潇雨,感谢英灵CEO的火箭
7156,颜值,1.6万,/6616466,小鹿撞哪了,声优小姐姐在线捶人～
7157,荒野行动,1.6万,/1969879,你的棉花糖呐,最最最强大的逍遥
7158,绝地求生,1.6万,/6343953,露露是魔王,铁憨憨在线练打野~
7159,和平精英,1.6万,/6621066,Dy心跳,满血复活了，抱歉来晚，新疆第一暖男超哥！
7160,跑跑手游,1.6万,/6743679,念念家的乖七孑,电竞朴信惠在线开车
7161,和平精英,1.6万,/5013134,小胖樱儿,我开低保的姿势肯定是不对的
7162,DNF,1.6万,/6118433,DNF千秋,11周年轮回，友情券~
7163,lol云顶之弈,1.6万,/6561635,棋手丶逍遥子,【素年】WJ2
7164,王者荣耀,1.6万,/6184015,饮一壶丶浊酒,硬核国服嬴政，被你低估的皇帝~
7165,魔兽世界,1.6万,/4349675,依然七伤,感谢你们能来看我
7166,颜值,1.6万,/6169417,砖厂小霸王,在吗 偷心花贼
7167,颜值,1.6万,/6340514,伊三岁0v0,有点天然呆的糖糖
7168,CS:GO,1.6万,/2844967,菠萝菠挪,生活不易，记得努力
7169,王者荣耀,1.6万,/1748017,素小冉丶,【实力1V4】免费上车体验
7170,颜值,1.6万,/7152252,幼晴殿下,你渴望段位和徽章么，全天在线
7171,怪物猎人,1.6万,/5934712,老艾丶星星,佛系少女雨林钢枪
7172,DNF,1.6万,/6487824,数字欧巴,千秋-跨3B
7173,颜值,1.6万,/2348691,我是杨小仙儿,小号钻二冲大师
7174,连麦互动,1.6万,/4907390,七只阿羊,这是一款叫做1打9的游戏
7175,绝地求生,1.6万,/6633003,一根顽皮的腿毛i,联盟最帅DH了解一下
7176,颜值,1.6万,/5102341,希若Shero,湖南邵东新人主播求关注哟
7177,颜值,1.6万,/7181892,曦臣丶油炸大兔兔,百媚千红唯你情之所钟
7178,格斗游戏,1.6万,/330120,格斗丶线下赛事,注定又是被揍的一天呜呜
7179,梦幻模拟战,1.6万,/6063397,狠人z,单排荣耀124星带粉
7180,绝地求生,1.6万,/6578367,叫WiFi就好,叮~你的混子小公主上线了
7181,星际战甲,1.5万,/6990987,萝卜白菜大葱,别问！萌新主播纯的那种
7182,lol云顶之弈,1.5万,/5676144,暮色Ch丶,曾经拥有的，不要忘记。
7183,一起看,1.5万,/7077241,解忧杂货店221号,八月-豫见郑州，长乐未央。
7184,魔兽争霸,1.5万,/756191,帅气不打烊的狂少i,山高路远，总有人为你而来
7185,美食,1.5万,/572005,寻味儿洛阳,励志翻身做大腿~
7186,颜值,1.5万,/540180,徐娜娜l,希若小酒馆
7187,探灵笔记,1.5万,/1655950,慵懒与猫丶,铁板大兔兔
7188,英雄联盟,1.5万,/454109,珲哥剑圣,【线下赛事】格斗de魅力
7189,lol云顶之弈,1.5万,/1015354,時光與你丶,已经打完35个梦幻
7190,古剑奇谭网络版,1.5万,/924728,血腥噩梦,【有车位】八月你好
7191,颜值,1.5万,/7056253,悠然尘封,国际服。上车了啊
7192,游戏陪玩,1.5万,/6797379,是红领巾呦,云顶的旅途
7193,球球大作战,1.5万,/2797278,主播梦手,【周星驰】解忧电影院
7194,决战平安京,1.5万,/4739447,小东cc咯,真三直播狂少最帅々
7195,穿越火线,1.5万,/2237590,渝万丶鬼戕,女水友来家学做菜~
7196,和平精英,1.5万,/6456649,小阿辰s,我是个颜值主播0.0
7197,颜值,1.5万,/7174863,小芽baby,【声优】今日份高冷的猫
7198,美食,1.5万,/444536,安妮娜大大表妹,剑圣潘森无敌打野教学！
7199,堡垒之夜,1.5万,/4352276,YW丶夕阳Red,晚上11点 光头直播 冲大师
7200,英雄联盟,1.6万,/3648229,小甜萝灬YoYo呐,S4五星开包之王—死鱼ysy
7201,实况足球,1.6万,/5163751,周周weeks,云顶小天才! 今天不搞笑!认真上分教学!
7202,综合手游,1.6万,/201613,AirMenkro,高颜声酥钢枪王
7203,剑网3,1.6万,/810212,君山秋宝,官人里面请 6862507
7204,王者荣耀,1.6万,/2796685,好大只喵喵,您的暑假已过半 晚上玩游戏
7205,战地风云,1.6万,/596359,Kim教授,芹泽：我你妹的，终于也是有樱木的人了~
7206,英雄联盟,1.6万,/1721105,慕夏丶YZW,【交友】由浣熊哥独家冠名
7207,穿越火线,1.6万,/5956523,白鲨安研,【喵十七】听说这是个后宫游戏
7208,逆战,1.6万,/5286910,逆战一岁,牛家村:八月 加油!
7209,全境封锁,1.6万,/2704028,苍鹰丶SevenKill,来自广东的新人蛋
7210,绝地求生,1.6万,/4371182,郝粉嫩,【YoYo】 ❤欢迎来守护白给小姐姐❤
7211,绝地求生,1.6万,/5982288,小耳朵Yoo,明天雷科巴箱式，省钱啦
7212,颜值,1.6万,/6975414,A果果sunny,【苍穹传】唯美仙侠RPG
7213,连麦互动,1.6万,/6221923,糖儿郎,【君山秋宝】猛男丐帮竞技场教学
7214,怪物猎人,1.6万,/227385,巫妖王丶鬼子,愿我们都能被温柔对待
7215,王者荣耀,1.6万,/6908254,叶玖v第一李白,开飞机滴教授！！！
7216,颜值,1.6万,/2644726,想做你的眼睛,我要把队友秀晕了
7217,辐射,1.6万,/1697366,大不列颠小咸鱼,梦想一天一个飞机~
7218,梦幻模拟战,1.6万,/5622409,Meepur米波,首胜，三飞机五天鲲核心，猎场各种
7219,王者荣耀,1.6万,/4911114,雅典娜妮,全境封锁2~一枪一个小朋友
7220,恐怖游戏,1.6万,/5229256,Biu菊花哥,有位置 办卡体验下
7221,和平精英,1.6万,/1774546,落花的落落吖,我的愿望是8月更强！！
7222,音乐游戏,1.6万,/6270114,小雪人138,好看的皮囊不如有趣的灵魂 6975414
7223,roguelike,1.6万,/6342339,水十一郎,你的宝藏男孩233
7224,王者荣耀,1.6万,/5449227,最四岁,Ps4带历战王不打渣渣辉
7225,绝地求生,1.6万,/98717,FORGEN1337,世界级打野带粉～想玩的赶紧呀！要没位置咯
7226,热门手游,1.6万,/7270525,口喷血1no69032179,最胖的加油
7227,逆水寒,1.6万,/646669,黑桃imba,破烂王咸鱼所到之处，寸草不生
7228,解谜冒险,1.6万,/546515,顾青君,米波：幽白你们都抽了吗？？？？？？？？
7229,颜值,1.6万,/3539492,美少女大林,微信区 八戒八戒傻的可爱
7230,NBA2KOL2,1.6万,/5110563,万年亚军深夏,Deceit黑暗逃生。和雷哥一起骗
7231,电台,1.6万,/7123249,鬼马少女吖,菜鸟过招，招招致笑～
7232,王者荣耀,1.6万,/5639708,菜菜小骚杰,经典歌曲点播
7233,王者荣耀,1.6万,/6344674,王者荣耀骚十九,DOTA2~OMG！！！
7234,角色扮演,1.6万,/4891116,牛奶与花猫,能不能别说我声音好听
7235,射击游戏,1.6万,/185360,老克,✨Faceit NO.1 :P
7236,自走棋,1.6万,/3109791,xiaosaisai,兽人来寻找你要的大陆
7237,绝地求生,1.6万,/674500,不爆珠,新区-专业装备打造~
7238,逆战,1.6万,/5552253,PE丶变异菜鸟吕布,Journey of a Roach
7239,lol云顶之弈,1.6万,/4811147,呆萌馨提莫,漫漫人生路，为你抚琴
7240,美食,1.6万,/5139605,百变小彤彤,新赛季，飞机上号。
7241,绝地求生,1.6万,/6768855,芳华Lby,等一个有缘人、
7242,王者荣耀,1.6万,/5311651,KX丶若尘,万场猴子  飞机上王者
7243,DOTA2,1.6万,/323301,PowerTripMan,鱼吧抽奖！双区王者关注上车
7244,DOTA2,1.6万,/7159517,流氓烤兔,花花：荒野大镖客2尔虞我诈
7245,龙之谷,1.6万,/5131517,万能地呱呱,老克飞上海了8月1日见
7246,骑马与砍杀,1.6万,/963138,主播渣哥,又到了嗨起来的时候~~
7247,乡野,1.6万,/6532311,青松走贵州,blah blah blah
7248,QQ飞车,1.6万,/5684750,巨星丶张不易,搞笑rap主播保毕业你搞？
7249,颜值,1.6万,/4912683,琳琳酱KIKY,不求轰轰烈烈       但求不离不弃
7250,lol云顶之弈,1.6万,/2023590,海梦艺城,你的长腿大大大姐姐
7251,忍者村大战2,1.6万,/5299948,怡宝宝48779,FPP第一钢枪美少女
7252,绝地求生,1.6万,/6290031,PE丶钟凌,打野带粉，飞机带飞王者
7253,美食,1.6万,/6496180,圆滚滚爱吃肉,Heaven.Sure.Sukie
7254,穿越火线,1.6万,/5925135,菜敏子,兔兔不想输
7255,颜值,1.6万,/7225881,茹茹小老妹er,修仙之途，长路漫漫。
7256,火焰纹章,1.6万,/480569,Reevezh,骑砍，灭袁术、伐刘备！
7257,军事游戏,1.6万,/172725,一杆老烟枪丶醉清风,野钓  牂牁江
7258,进击的巨人,1.6万,/3247151,Alex丶翎,直播抽奖免费上号。
7259,颜值,1.6万,/6220371,一南南南,新人主播求带走，萌萌可爱仙仙酱
7260,和平精英,1.6万,/6287186,如果obb,云顶之弈：拉面熊
7261,魔兽争霸,1.6万,/6746107,金浅,神女生涯原是梦，菇凉居处本无郎
7262,热门网游,1.6万,/7080658,情逝丶,【钟凌】场均1-10杀女杀手
7263,CF手游,1.6万,/6438660,K歌帝義BOSS龍尊,美食区最爱唱歌的混子主播
7264,魔兽争霸,1.6万,/677872,小小子龙丶,陪伴是最长情的告白 5925135
7265,魔兽争霸,1.6万,/6934499,余XiaoYu,妹妹今天感冒了
7266,王者荣耀,1.6万,/4027742,๑米乐๑,【R】风花雪月  额~
7267,探灵笔记,1.6万,/4356443,逍遥X丶,北区10级车专场      进行中
7268,王者荣耀,1.6万,/5918787,橙子涮火锅,斗鱼智商倒数第一
7269,APEX英雄,1.6万,/1388824,最后的王爺,八月第一天
7270,绝地求生,1.6万,/2141010,珈肥猫,[狙神]1v99简简单单吃鸡
7271,魔兽世界,1.6万,/6113500,Lemonwhale,11绿圈欢迎一起来游戏！
7272,穿越火线,1.6万,/5295950,渝万丶小小猪,QQ三国回忆换装小游戏
7273,恐怖游戏,1.6万,/1727403,素年wyl,请叫我猛男龍骑趴射手
7274,王者荣耀,1.6万,/540415,闪客shanke,菜菜菜菜菜菜 677872
7275,王者荣耀,1.6万,/7187627,白潇雨,感谢英灵CEO的火箭
7276,颜值,1.6万,/6616466,小鹿撞哪了,声优小姐姐在线捶人～
7277,荒野行动,1.6万,/1969879,你的棉花糖呐,最最最强大的逍遥
7278,绝地求生,1.6万,/6343953,露露是魔王,铁憨憨在线练打野~
7279,和平精英,1.6万,/6621066,Dy心跳,满血复活了，抱歉来晚，新疆第一暖男超哥！
7280,跑跑手游,1.6万,/6743679,念念家的乖七孑,电竞朴信惠在线开车
7281,和平精英,1.6万,/5013134,小胖樱儿,我开低保的姿势肯定是不对的
7282,DNF,1.6万,/6118433,DNF千秋,11周年轮回，友情券~
7283,lol云顶之弈,1.6万,/6561635,棋手丶逍遥子,【素年】WJ2
7284,王者荣耀,1.6万,/6184015,饮一壶丶浊酒,硬核国服嬴政，被你低估的皇帝~
7285,魔兽世界,1.6万,/4349675,依然七伤,感谢你们能来看我
7286,颜值,1.6万,/6169417,砖厂小霸王,在吗 偷心花贼
7287,颜值,1.6万,/6340514,伊三岁0v0,有点天然呆的糖糖
7288,CS:GO,1.6万,/2844967,菠萝菠挪,生活不易，记得努力
7289,王者荣耀,1.6万,/1748017,素小冉丶,【实力1V4】免费上车体验
7290,颜值,1.6万,/7152252,幼晴殿下,你渴望段位和徽章么，全天在线
7291,怪物猎人,1.6万,/5934712,老艾丶星星,佛系少女雨林钢枪
7292,DNF,1.6万,/6487824,数字欧巴,千秋-跨3B
7293,颜值,1.6万,/2348691,我是杨小仙儿,小号钻二冲大师
7294,连麦互动,1.6万,/4907390,七只阿羊,这是一款叫做1打9的游戏
7295,绝地求生,1.6万,/6633003,一根顽皮的腿毛i,联盟最帅DH了解一下
7296,颜值,1.6万,/5102341,希若Shero,湖南邵东新人主播求关注哟
7297,颜值,1.6万,/7181892,曦臣丶油炸大兔兔,百媚千红唯你情之所钟
7298,格斗游戏,1.6万,/330120,格斗丶线下赛事,注定又是被揍的一天呜呜
7299,梦幻模拟战,1.6万,/6063397,狠人z,单排荣耀124星带粉
7300,绝地求生,1.6万,/6578367,叫WiFi就好,叮~你的混子小公主上线了
7301,星际战甲,1.5万,/6990987,萝卜白菜大葱,别问！萌新主播纯的那种
7302,lol云顶之弈,1.5万,/5676144,暮色Ch丶,曾经拥有的，不要忘记。
7303,一起看,1.5万,/7077241,解忧杂货店221号,八月-豫见郑州，长乐未央。
7304,魔兽争霸,1.5万,/756191,帅气不打烊的狂少i,山高路远，总有人为你而来
7305,美食,1.5万,/572005,寻味儿洛阳,励志翻身做大腿~
7306,颜值,1.5万,/540180,徐娜娜l,希若小酒馆
7307,探灵笔记,1.5万,/1655950,慵懒与猫丶,铁板大兔兔
7308,英雄联盟,1.5万,/454109,珲哥剑圣,【线下赛事】格斗de魅力
7309,lol云顶之弈,1.5万,/1015354,時光與你丶,已经打完35个梦幻
7310,古剑奇谭网络版,1.5万,/924728,血腥噩梦,【有车位】八月你好
7311,颜值,1.5万,/7056253,悠然尘封,国际服。上车了啊
7312,游戏陪玩,1.5万,/6797379,是红领巾呦,云顶的旅途
7313,球球大作战,1.5万,/2797278,主播梦手,【周星驰】解忧电影院
7314,决战平安京,1.5万,/4739447,小东cc咯,真三直播狂少最帅々
7315,穿越火线,1.5万,/2237590,渝万丶鬼戕,女水友来家学做菜~
7316,和平精英,1.5万,/6456649,小阿辰s,我是个颜值主播0.0
7317,颜值,1.5万,/7174863,小芽baby,【声优】今日份高冷的猫
7318,美食,1.5万,/444536,安妮娜大大表妹,剑圣潘森无敌打野教学！
7319,堡垒之夜,1.5万,/4352276,YW丶夕阳Red,晚上11点 光头直播 冲大师
7320,英雄联盟,1.6万,/3648229,小甜萝灬YoYo呐,S4五星开包之王—死鱼ysy
7321,实况足球,1.6万,/5163751,周周weeks,云顶小天才! 今天不搞笑!认真上分教学!
7322,综合手游,1.6万,/201613,AirMenkro,高颜声酥钢枪王
7323,剑网3,1.6万,/810212,君山秋宝,官人里面请 6862507
7324,王者荣耀,1.6万,/2796685,好大只喵喵,您的暑假已过半 晚上玩游戏
7325,战地风云,1.6万,/596359,Kim教授,芹泽：我你妹的，终于也是有樱木的人了~
7326,英雄联盟,1.6万,/1721105,慕夏丶YZW,【交友】由浣熊哥独家冠名
7327,穿越火线,1.6万,/5956523,白鲨安研,【喵十七】听说这是个后宫游戏
7328,逆战,1.6万,/5286910,逆战一岁,牛家村:八月 加油!
7329,全境封锁,1.6万,/2704028,苍鹰丶SevenKill,来自广东的新人蛋
7330,绝地求生,1.6万,/4371182,郝粉嫩,【YoYo】 ❤欢迎来守护白给小姐姐❤
7331,绝地求生,1.6万,/5982288,小耳朵Yoo,明天雷科巴箱式，省钱啦
7332,颜值,1.6万,/6975414,A果果sunny,【苍穹传】唯美仙侠RPG
7333,连麦互动,1.6万,/6221923,糖儿郎,【君山秋宝】猛男丐帮竞技场教学
7334,怪物猎人,1.6万,/227385,巫妖王丶鬼子,愿我们都能被温柔对待
7335,王者荣耀,1.6万,/6908254,叶玖v第一李白,开飞机滴教授！！！
